Date,Time,Temperature,Humidity,SP3S-AQ2-01,TGS832-A00,TGS822,SP-11-00,NA,SK25F,NA,SB-51-00,SP-19-01,SP-31-00,TGS2602-B00,TGS2620-C00

08/01/2021,14:16:35,23.90293990488542,34.200096640472026,1.7996022585075542,1.5023625453990543,1.2902556264306424,0.7124589775675259,4.893129229360599,0.0031877918510605824,-0.00034378147413398444,3.015451072791089,0.13158079658171826,0.04315395086220052,0.6070430764535328,1.165625466198688
08/01/2021,14:36:35,24.364728770885776,33.51613641565576,1.792407849839767,1.4543206470318937,1.250145704257593,0.6970575675263235,4.893029220204485,0.0031877918510605824,-0.000350032046390966,3.0106068792919265,0.112060259423165,0.03948486494735235,0.5960420692812455,1.1569871753395395
08/01/2021,14:56:35,24.537053991505818,33.230792706187536,1.7899263726537455,1.4277994689455202,1.2349005585228146,0.6878004700137341,4.8935230154127884,0.003037778116893026,-0.00035003204639096595,3.0087504593316026,0.10605345948420578,0.037509684114146194,0.5909353517472913,1.1526180253319085
08/01/2021,15:16:35,24.62561989776457,33.072760102744084,1.786401049900809,1.4081664214863425,1.224380845414314,0.6808435830917134,4.892291652678162,0.0029877735388371737,-0.0003687837631619106,3.007087807111247,0.10308443766213952,0.036215815656951006,0.5864536914390357,1.1484551442087587
08/01/2021,15:36:35,24.682319879962368,32.97581445029373,1.7868385899587969,1.3953027437814742,1.2182052800244165,0.6769307248588436,4.893391753395392,0.0029127666717533958,-0.00036878376316191053,3.0074065862963537,0.10170306119334652,0.035446995269342314,0.5849535540973599,1.1466299771097204
08/01/2021,15:56:35,24.714630858828613,32.87495231555657,1.7842446024721497,1.3821452891805277,1.2110858782237142,0.6731241263543417,4.893473010834733,0.0028127575156416907,-0.0003375309018770029,3.0081316526781623,0.10062171219288876,0.034684425453990544,0.5831846421486341,1.14323591637418
08/01/2021,16:16:35,24.748989089799338,32.80613412680246,1.7812193254997724,1.369019087440867,1.2049540668396155,0.6698613276361972,4.893616773996643,0.002800256371127728,-0.0003687837631619106,3.008969229360598,0.09992164810010676,0.034109372806348244,0.5821970517320313,1.1399231130779794
08/01/2021,16:36:35,24.776226443884948,32.72851656875461,1.7765688997405775,1.355867883412178,1.1985784831374946,0.6663235037387455,4.892616682435528,0.0026877460705020603,-0.00035003204639096595,3.009763052037235,0.09925908744086683,0.033584324736761796,0.5800593560201435,1.136085261712193
08/01/2021,16:56:35,24.805155006230766,32.64637216754406,1.7739686616816719,1.3456356966274994,1.19345301388677,0.664135803448802,4.893560518846331,0.0026252403479322447,-0.00033128032962002137,3.011856993743323,0.09886530138867701,0.033203039829085935,0.5802781260491379,1.1334537707920036
